,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
1438,WV,50,408,0,0,0,131.1,129,160.5,94,206.9,88,5.6,9,5,1
1439,ID,92,415,0,1,23,167.4,83,258.6,129,116.4,110,11.2,3,4,0
1440,NV,96,408,0,0,0,197.7,68,250.5,53,181.2,67,10.5,3,3,0
1441,OH,146,415,0,0,0,169.5,93,230.9,71,269.8,115,9.0,7,2,0
1442,ID,138,415,1,1,17,225.2,116,173.4,88,145.8,99,11.7,4,0,0
1443,MO,76,510,0,0,0,129.7,84,177.5,80,228.9,87,7.5,3,5,1
1444,NE,99,415,0,0,0,200.0,66,107.9,104,233.7,82,11.4,2,3,0
1445,NC,83,510,0,1,36,95.9,87,261.6,105,228.6,109,13.3,4,0,0
1446,ME,36,510,0,1,25,152.8,110,242.8,67,147.4,74,9.1,2,1,0
1447,AZ,109,415,1,0,0,268.4,85,150.6,131,297.9,84,9.7,8,2,1
1448,AZ,100,415,0,0,0,188.5,152,148.3,115,179.8,88,15.2,5,2,0
1449,HI,104,408,0,0,0,170.6,97,162.1,111,210.7,131,6.1,1,1,0
1450,NJ,106,415,0,0,0,191.4,124,200.7,116,230.1,76,8.2,3,1,0
1451,SC,100,510,0,0,0,115.9,87,111.3,56,170.2,77,7.1,4,1,0
1452,MN,99,408,0,0,0,128.8,86,203.9,105,282.6,131,14.1,4,2,0
1453,WV,50,510,0,0,0,131.7,108,216.5,103,196.1,126,11.0,5,1,0
1454,MS,105,415,0,0,0,101.4,48,159.1,119,259.2,53,12.2,2,1,0
1455,NM,161,408,0,0,0,107.5,121,256.4,46,247.2,131,12.6,3,2,0
1456,HI,97,415,0,1,43,121.1,105,260.2,115,222.4,100,8.3,5,3,0
1457,WA,130,510,0,0,0,124.3,70,270.7,99,239.5,83,3.5,6,0,0
1458,WI,92,415,0,0,0,157.7,101,298.6,100,216.9,99,13.8,3,1,0
1459,CO,119,408,0,0,0,124.3,68,207.1,88,157.4,93,14.8,1,0,0
1460,NV,115,415,0,0,0,286.4,125,205.7,74,191.4,141,6.9,6,1,1
1461,RI,134,415,0,0,0,141.7,95,205.6,101,218.5,60,8.8,6,0,0
1462,VA,127,408,0,1,25,173.0,91,245.8,64,300.0,99,4.8,3,0,0
1463,NJ,80,415,0,0,0,268.7,120,301.0,147,167.0,140,5.8,1,2,1
1464,ND,153,415,0,1,31,218.5,130,134.2,103,118.9,105,9.4,6,0,0
1465,MN,85,415,0,0,0,255.3,114,194.6,83,276.6,78,3.7,5,3,0
1466,HI,79,415,0,0,0,41.9,124,211.0,95,237.9,55,11.4,5,1,0
1467,ND,35,415,0,0,0,260.8,87,258.1,78,131.3,123,5.8,2,1,0
1468,WI,120,408,0,1,26,239.4,94,259.4,88,238.0,132,7.7,3,0,0
1469,MN,68,510,0,0,0,226.7,94,168.4,129,188.7,117,10.2,1,0,0
1470,KS,120,510,0,0,0,158.0,110,197.0,103,154.9,132,10.0,5,1,0
1471,ME,23,510,0,0,0,113.1,74,168.8,95,262.9,126,6.9,2,1,1
1472,WY,225,415,0,0,0,182.7,142,246.5,63,218.0,103,8.8,2,1,0
1473,NY,181,415,1,0,0,161.3,83,124.4,83,262.0,98,14.1,3,0,1
1474,VT,63,415,0,0,0,142.5,92,208.3,102,228.9,120,7.5,2,2,0
1475,NC,54,415,1,0,0,190.5,108,259.7,108,141.5,111,9.7,2,2,1
1476,MO,80,408,1,1,15,159.3,110,170.6,120,141.2,82,11.9,5,1,0
1477,NC,118,408,1,1,39,153.8,106,123.3,111,117.8,103,9.2,6,1,0
1478,NJ,42,408,1,0,0,180.7,127,174.6,94,165.3,114,12.0,6,2,0
1479,OH,134,408,0,0,0,202.7,105,224.9,90,253.9,108,12.1,7,0,0
1480,TX,66,415,0,1,35,190.8,100,261.3,93,209.5,108,8.9,6,0,0
1481,TN,127,415,0,1,28,235.6,124,236.8,113,241.2,127,7.7,2,1,0
1482,HI,146,510,0,0,0,189.3,77,155.9,128,186.0,83,7.4,3,0,0
1483,WY,93,408,0,1,42,166.9,101,273.2,84,171.0,106,11.5,1,1,0
1484,CT,77,415,0,0,0,245.2,87,254.1,83,239.4,91,7.5,4,0,1
1485,NM,111,415,0,0,0,132.6,125,221.1,67,127.9,101,12.7,2,4,1
1486,NJ,125,415,0,0,0,182.3,64,139.8,121,171.6,96,11.6,7,2,0
1487,AL,115,510,0,1,14,192.3,86,88.7,90,229.4,120,10.5,3,2,0
1488,MN,115,510,1,0,0,122.0,110,220.2,100,179.7,124,10.8,2,2,1
1489,NC,114,408,0,0,0,193.0,101,250.0,81,133.3,79,9.6,2,2,0
1490,ND,118,415,0,1,39,91.5,125,219.9,113,229.0,99,12.7,8,2,0
1491,NY,21,415,0,0,0,244.7,81,168.0,117,281.5,87,6.6,1,1,0
1492,WI,142,408,0,1,24,239.8,103,285.9,65,256.7,106,9.5,4,0,0
1493,WY,62,415,0,0,0,172.4,132,230.5,100,228.2,109,11.0,5,0,0
1494,OR,149,415,0,0,0,242.5,83,245.4,97,219.6,80,10.0,3,3,1
1495,CO,54,510,0,1,39,117.6,82,159.2,60,236.4,113,11.3,10,2,0
1496,LA,112,510,0,0,0,174.5,127,259.3,71,170.5,120,11.3,7,1,0
1497,AL,68,510,0,0,0,157.3,83,220.9,85,218.9,129,12.0,7,1,0
1498,TX,201,415,0,1,21,192.0,97,239.1,81,116.1,125,15.1,3,1,0
1499,PA,88,510,0,0,0,218.2,76,169.3,60,141.1,99,8.0,1,1,0
1500,IL,85,415,0,1,29,144.6,97,140.0,102,165.4,148,10.9,3,1,0
1501,DE,51,415,1,0,0,153.6,108,232.9,85,214.2,92,14.1,4,0,1
1502,MO,45,510,0,1,29,135.8,104,222.5,101,235.6,92,7.9,6,2,0
1503,AR,116,510,0,0,0,160.7,69,146.8,106,287.8,144,8.2,5,0,0
1504,OH,146,408,0,1,31,202.5,91,241.4,108,169.6,77,7.8,2,1,0
1505,WI,63,510,0,1,34,152.2,119,227.1,91,195.7,103,12.3,5,1,0
1506,GA,133,510,0,0,0,227.4,90,73.2,135,114.3,99,4.7,7,0,0
1507,KY,125,408,0,0,0,191.6,115,205.6,108,210.2,123,9.2,3,2,0
1508,OH,72,510,0,0,0,138.9,111,211.6,102,179.5,91,10.8,3,1,0
1509,TN,130,408,0,0,0,127.0,102,206.9,107,231.7,99,6.1,6,0,0
1510,SD,97,415,0,0,0,168.6,87,259.2,105,279.8,123,7.3,4,1,0
1511,NY,54,415,0,0,0,286.6,73,223.2,108,203.7,107,11.5,5,1,1
1512,GA,160,415,0,1,29,164.6,121,262.8,108,123.8,131,15.2,4,1,0
1513,TX,79,415,0,0,0,144.0,90,135.8,91,212.4,129,13.0,4,1,0
1514,WV,92,415,0,1,47,141.6,95,207.9,130,203.6,95,10.2,11,0,0
1515,ND,132,510,0,0,0,163.2,80,167.6,90,87.5,90,6.2,10,1,0
1516,SD,93,415,0,0,0,176.1,103,199.7,130,263.9,96,8.5,6,2,0
1517,AK,101,510,0,0,0,174.9,105,262.0,75,210.0,93,8.5,5,1,0
1518,CT,125,415,1,0,0,187.3,118,160.7,111,263.8,112,9.6,2,0,1
1519,CO,63,415,0,0,0,211.8,84,230.9,137,217.1,99,10.7,9,3,0
1520,MD,107,415,0,0,0,241.9,102,126.9,117,185.6,92,11.7,6,0,0
1521,ND,110,408,0,0,0,196.1,103,199.7,123,135.9,71,12.9,1,3,0
1522,NH,83,415,0,0,0,231.3,100,210.4,84,217.4,106,12.4,2,3,0
1523,MN,117,408,0,0,0,161.6,104,196.3,119,294.8,111,13.8,2,1,0
1524,KY,124,415,0,0,0,194.0,103,241.0,116,227.5,153,11.9,5,0,0
1525,NH,115,510,0,0,0,109.7,148,223.8,87,240.3,96,15.4,8,3,0
1526,CO,156,408,1,0,0,277.0,119,238.3,106,94.4,96,8.3,3,1,0
1527,KY,89,408,0,0,0,192.1,83,163.6,88,169.7,138,6.1,3,0,0
1528,KY,72,415,0,0,0,198.4,147,216.9,121,112.8,125,13.1,4,0,0
1529,IN,101,415,0,1,42,209.2,82,159.7,74,181.6,100,9.5,3,0,0
1530,OR,53,415,0,0,0,184.8,98,216.4,125,141.1,116,18.4,3,2,0
1531,SD,116,408,0,0,0,167.8,119,142.0,123,190.7,128,7.3,4,2,0
1532,DE,78,408,0,0,0,139.2,140,191.4,113,286.5,125,11.8,3,3,0
1533,NE,56,510,0,0,0,121.6,84,165.3,115,243.9,95,8.9,2,1,0
1534,OH,123,408,0,1,39,270.4,99,245.1,110,108.9,113,15.4,7,1,0
1535,OH,127,408,0,0,0,139.6,94,240.9,112,127.1,88,8.8,4,2,0
1536,AR,116,415,0,1,23,253.0,78,138.9,121,277.8,104,11.8,3,2,0
1537,KS,138,510,0,1,26,183.9,83,240.7,93,185.7,125,15.0,3,1,0
1538,TX,120,415,0,0,0,203.3,108,259.9,66,115.9,103,7.8,2,3,0
1539,WI,102,408,0,0,0,200.6,106,152.5,127,199.4,128,7.7,2,3,0
1540,OR,95,415,0,0,0,167.6,96,176.0,89,250.9,113,13.4,6,2,0
1541,VA,102,408,0,0,0,156.5,67,204.3,103,141.9,72,9.9,2,2,0
1542,AR,89,415,0,1,25,215.1,140,197.4,69,162.1,117,10.6,10,1,0
1543,CT,50,408,0,0,0,301.7,82,167.1,118,72.2,89,10.5,6,1,0
1544,OH,93,415,0,1,42,152.3,90,267.5,102,266.9,130,11.3,5,7,0
1545,WY,68,510,0,0,0,195.4,116,212.1,101,138.4,134,15.1,11,1,0
1546,IL,70,408,0,0,0,208.7,97,275.5,83,182.5,122,8.0,3,2,0
1547,DC,141,415,0,1,37,185.4,87,178.5,128,218.3,107,8.0,3,4,0
1548,MA,112,415,0,1,17,183.2,95,252.8,125,156.7,95,9.7,3,0,0
1549,NH,117,510,1,0,0,54.2,100,303.2,84,171.8,84,8.6,2,1,1
1550,IA,1,408,0,1,26,208.0,115,185.0,113,177.7,144,8.1,9,1,0
1551,AL,70,415,0,0,0,230.3,110,77.9,87,247.1,105,13.2,4,1,0
1552,OR,87,510,0,1,22,240.8,102,75.9,106,224.6,115,7.1,3,2,0
1553,WV,52,510,0,1,21,195.7,119,106.2,95,157.4,94,5.3,3,2,0
1554,WA,97,408,0,0,0,276.1,82,201.1,106,231.3,73,8.9,4,0,1
1555,NV,105,408,0,0,0,166.1,93,175.9,106,243.5,55,16.2,3,2,0
1556,SC,77,510,0,1,28,135.9,117,244.5,102,207.5,74,11.5,3,4,1
1557,NC,80,415,1,0,0,189.1,122,223.2,92,269.0,116,13.9,3,2,1
1558,NH,120,510,0,1,43,177.9,117,175.1,70,161.3,117,11.5,4,1,0
1559,WY,54,408,0,1,39,143.9,73,210.3,117,129.2,117,12.5,8,2,0
1560,FL,148,510,1,0,0,148.2,138,159.6,123,197.4,62,8.6,3,2,0
1561,PA,119,408,0,0,0,287.1,115,159.3,99,216.8,86,13.9,1,2,1
1562,NC,162,408,0,1,26,179.7,144,218.1,129,212.3,105,9.3,8,1,1
1563,MO,85,510,0,0,0,165.8,96,190.0,141,144.0,116,10.9,3,5,1
1564,KS,101,510,0,1,25,144.1,144,167.6,105,240.0,107,14.5,3,1,0
1565,KY,172,415,0,0,0,172.5,85,253.1,71,221.6,113,5.9,6,0,0
1566,WI,67,510,0,0,0,109.1,134,142.3,76,91.2,86,10.9,5,2,0
1567,CO,86,408,0,0,0,171.8,106,301.7,44,139.4,108,9.7,5,1,0
1568,NM,107,415,0,0,0,222.3,101,286.0,111,249.4,117,12.1,4,1,1
1569,IL,116,510,0,0,0,164.6,110,270.6,103,230.4,109,8.0,3,0,0
1570,WA,63,408,0,0,0,211.7,107,271.7,77,203.3,108,7.4,7,0,0
1571,MA,119,408,1,1,16,147.2,103,160.1,96,184.0,120,7.7,2,0,1
1572,OH,133,408,1,0,0,254.7,103,252.2,80,178.1,103,8.0,3,0,1
1573,TN,94,408,1,0,0,170.1,113,271.8,94,110.7,78,8.7,4,1,0
1574,MA,69,510,0,0,0,195.1,91,261.5,57,203.8,90,11.4,5,0,0
1575,MI,146,408,0,0,0,149.3,83,187.1,130,149.8,100,7.9,4,7,1
1576,TX,119,510,0,0,0,81.9,75,253.8,114,213.1,125,8.9,1,2,1
1577,NH,142,408,1,1,25,191.1,109,149.6,120,227.8,60,9.8,3,0,0
1578,MS,101,408,0,0,0,239.0,156,273.0,106,278.2,93,13.5,8,1,1
1579,AZ,43,415,0,0,0,179.3,97,252.7,126,227.5,114,8.0,5,0,0
1580,IN,69,408,0,0,0,185.3,91,219.1,88,243.6,107,5.5,5,0,0
1581,NY,15,510,1,0,0,141.4,80,123.9,76,323.5,88,8.1,3,2,0
1582,WI,107,510,0,1,25,248.6,91,119.3,115,194.3,83,12.0,1,1,0
1583,WV,67,510,0,0,0,152.5,131,252.4,107,185.4,104,4.9,3,2,0
1584,NY,99,415,0,0,0,145.6,102,230.9,87,181.5,86,11.4,7,1,0
1585,OK,46,415,0,0,0,164.2,116,196.2,153,236.1,119,8.1,1,1,0
1586,NC,55,408,1,0,0,221.0,115,165.4,97,235.4,117,9.7,4,1,0
1587,CT,56,415,0,0,0,162.3,99,149.1,78,255.5,115,14.8,1,4,1
1588,NE,76,415,0,0,0,272.7,97,236.4,95,235.5,105,7.7,2,0,1
1589,HI,132,408,1,1,33,200.3,75,226.6,67,198.8,91,12.9,3,2,0
1590,SC,140,510,0,1,28,157.1,77,172.4,97,184.5,94,11.1,9,1,0
1591,AK,51,510,1,1,12,135.8,60,200.6,134,192.4,98,12.3,7,2,0
1592,SD,27,408,0,0,0,236.7,110,231.9,92,164.7,85,12.7,6,1,0
1593,ID,224,510,0,0,0,111.4,133,175.0,66,217.2,106,5.5,6,3,0
1594,OK,105,510,1,1,28,156.1,89,107.1,114,167.7,95,14.7,3,0,1
1595,WA,117,408,0,0,0,191.1,93,282.8,56,84.8,118,12.0,4,2,0
1596,SD,91,415,0,0,0,153.0,123,141.1,127,171.5,76,10.3,15,1,1
1597,OH,135,415,0,0,0,218.8,123,242.8,64,85.8,80,10.3,3,4,0
1598,VA,146,415,0,0,0,205.4,101,134.9,77,310.5,83,10.3,2,3,0
1599,WI,147,415,1,0,0,225.2,111,184.9,98,143.2,146,9.9,1,0,1
1600,IN,68,510,0,0,0,249.9,127,254.5,118,273.2,98,8.9,6,2,1
1601,NM,68,408,0,0,0,131.6,89,137.0,109,256.3,107,10.2,5,3,0
1602,HI,86,408,0,1,21,197.9,99,165.6,100,208.0,120,10.1,9,0,0
1603,KY,131,415,0,0,0,166.5,129,210.2,107,257.2,93,9.9,5,1,0
1604,OH,86,415,0,1,29,225.4,79,187.1,112,281.1,112,12.9,3,1,0
1605,VT,159,415,0,0,0,275.8,103,189.5,108,223.9,93,7.4,5,2,1
1606,AZ,134,415,0,1,40,142.9,105,88.6,61,290.0,96,10.8,6,1,0
1607,VT,113,510,0,0,0,207.2,113,256.0,80,211.0,87,9.9,1,1,0
1608,MO,132,408,0,0,0,206.2,100,211.2,118,196.2,122,10.2,6,1,0
1609,AL,85,415,0,0,0,210.3,66,195.8,76,221.6,82,11.2,7,1,0
1610,NJ,93,510,1,1,38,225.7,117,119.6,122,193.2,125,14.0,7,1,1
1611,WA,174,408,0,1,33,167.8,91,205.3,91,130.0,132,14.5,4,4,1
1612,NY,61,415,0,0,0,197.7,118,152.2,96,221.0,93,7.0,3,2,0
1613,DC,91,415,0,1,39,169.8,105,65.2,116,144.4,92,10.9,4,1,0
1614,NE,88,408,0,1,28,190.6,104,237.3,105,211.6,116,9.8,1,2,0
1615,MA,88,408,0,1,45,80.3,140,153.3,101,309.2,123,12.8,3,2,0
1616,VT,195,415,0,1,36,231.7,110,225.1,88,201.7,89,12.1,2,0,0
1617,NM,182,415,0,0,0,69.1,114,230.3,109,256.7,96,6.5,4,0,0
1618,CO,118,408,0,0,0,188.8,60,217.4,64,220.1,100,8.2,7,4,0
1619,NH,103,408,0,0,0,150.6,125,169.1,126,221.2,104,10.4,8,8,1
1620,UT,61,408,0,1,25,163.7,78,113.2,112,134.1,118,9.9,3,3,0
1621,WV,172,415,0,0,0,211.7,100,198.7,101,301.7,136,6.5,9,1,0
1622,NJ,72,415,0,0,0,175.5,103,132.3,120,242.9,96,11.8,3,1,0
1623,NM,113,510,0,0,0,150.1,120,200.1,85,266.7,105,11.0,3,2,0
1624,ND,177,408,0,0,0,189.5,99,176.3,117,225.9,112,14.2,2,1,0
1625,WA,100,408,0,0,0,70.8,94,215.6,102,230.8,125,9.5,1,6,1
1626,DE,136,415,0,0,0,101.7,105,202.8,99,136.2,119,9.4,6,3,0
1627,GA,71,415,0,0,0,258.4,132,126.8,119,182.4,87,9.7,8,4,0
1628,HI,134,408,0,0,0,242.4,126,152.9,115,318.3,115,11.8,6,1,0
1629,ME,39,408,0,0,0,154.1,104,204.2,112,196.2,92,9.8,4,2,0
1630,OK,110,510,0,0,0,188.0,127,90.5,118,150.3,64,15.3,3,3,0
1631,TN,102,510,0,0,0,103.1,70,275.0,129,141.1,92,11.2,5,1,0
1632,WY,70,415,0,0,0,175.4,130,159.5,130,260.6,96,11.6,4,0,0
1633,NY,142,415,0,0,0,145.4,93,209.1,98,214.0,96,10.9,1,1,0
1634,DE,81,510,1,0,0,250.6,85,187.9,50,120.3,131,7.8,5,1,0
1635,RI,17,415,0,0,0,161.5,123,214.2,81,315.0,106,8.6,5,1,0
1636,PA,119,408,0,0,0,260.1,101,256.5,68,229.1,89,10.0,2,1,1
1637,HI,105,415,0,0,0,281.3,124,301.5,96,202.8,109,8.7,3,0,1
1638,MD,108,415,1,1,42,130.1,90,167.0,128,244.7,80,13.6,5,3,1
1639,VA,90,415,0,0,0,102.0,118,113.3,134,188.6,105,11.4,3,2,0
1640,IN,100,415,0,1,33,218.7,104,155.0,144,99.0,117,12.1,4,1,0
1641,OR,155,408,0,1,30,128.5,86,188.4,91,254.4,85,6.8,6,1,0
1642,AZ,113,510,0,0,0,128.7,100,227.1,67,178.1,135,9.2,4,2,1
1643,WI,123,415,0,0,0,172.2,92,162.6,76,250.3,101,8.7,4,1,0
1644,MO,42,415,0,0,0,184.5,98,200.5,93,279.2,91,8.8,3,2,0
1645,NV,125,510,0,0,0,168.6,99,175.6,107,243.3,92,10.9,7,0,0
1646,HI,131,415,0,1,30,174.0,118,205.3,81,218.2,90,6.7,3,1,0
1647,WA,107,415,0,0,0,230.4,65,257.4,80,107.3,88,8.5,3,1,0
1648,IL,48,408,0,0,0,198.2,73,202.8,115,146.4,73,5.1,5,1,0
1649,IL,76,510,0,0,0,186.1,96,211.6,100,230.6,100,8.0,4,0,0
1650,LA,128,415,0,0,0,148.5,105,243.0,106,255.2,114,6.8,2,1,0
1651,WI,73,415,0,0,0,157.1,109,268.8,83,181.5,91,10.0,8,0,0
1652,TX,52,415,0,0,0,155.0,110,133.4,104,176.1,84,7.0,4,4,1
1653,MI,126,415,1,1,26,129.3,123,176.5,114,154.5,102,9.6,7,1,0
1654,WA,137,408,0,0,0,208.8,120,225.3,100,221.6,130,11.1,5,0,0
1655,ND,71,510,0,0,0,238.0,82,278.5,94,193.1,134,11.8,10,0,1
1656,NE,139,415,0,0,0,211.1,103,206.9,108,193.9,70,5.6,4,0,0
1657,MS,107,510,0,1,30,198.9,87,207.0,90,159.8,76,12.6,4,3,0
1658,KY,147,408,0,0,0,212.8,79,204.1,91,156.2,113,10.2,2,1,0
1659,RI,116,510,0,0,0,137.4,126,120.0,94,130.3,64,12.4,2,3,0
1660,NY,60,510,0,1,31,191.8,75,267.8,135,200.5,62,12.8,3,2,0
1661,TX,38,510,0,0,0,149.0,92,49.2,78,163.3,93,13.9,11,0,0
1662,DE,63,408,0,0,0,117.1,118,249.6,90,162.2,84,11.1,4,3,0
1663,RI,131,415,0,0,0,112.8,133,199.4,116,142.7,105,10.1,5,0,0
1664,MS,158,510,0,0,0,175.9,105,188.3,88,188.3,98,11.0,6,1,0
1665,NY,139,510,0,0,0,236.6,109,169.9,107,212.3,118,11.1,2,1,1
1666,NE,77,415,0,0,0,169.4,102,184.9,144,234.3,89,2.0,7,1,0
1667,WI,140,415,0,0,0,129.6,79,246.2,99,172.1,124,9.4,10,3,0
1668,SD,52,510,0,1,20,133.3,63,184.1,123,272.9,107,13.5,2,1,0
1669,VA,103,510,0,0,0,167.8,121,212.9,123,208.2,73,13.0,3,5,0
1670,KS,74,415,0,1,32,174.6,107,310.6,115,234.7,92,9.0,4,1,0
1671,ND,124,415,0,0,0,150.3,101,255.9,112,136.7,62,12.5,4,2,0
1672,CO,85,510,0,1,21,283.2,110,239.7,108,149.5,80,6.3,1,5,0
1673,KY,113,408,0,1,20,157.8,83,161.5,56,271.5,100,8.7,2,5,1
1674,WA,71,408,0,0,0,141.2,132,149.1,90,171.4,72,7.0,2,2,0
1675,SC,49,415,1,0,0,237.8,92,208.9,119,167.8,86,15.6,6,2,1
1676,RI,106,510,1,0,0,204.0,84,168.5,61,164.0,102,13.3,3,3,1
1677,ID,60,510,0,0,0,221.1,106,178.6,48,202.7,90,7.4,3,1,0
1678,ME,66,510,0,0,0,118.0,133,248.1,99,214.4,122,5.3,5,1,0
1679,SD,125,415,0,0,0,163.8,73,255.6,85,192.9,95,15.7,4,0,0
1680,SC,114,510,0,1,4,141.3,96,230.4,88,223.7,85,9.4,3,3,0
1681,TN,112,415,0,0,0,272.5,119,226.1,94,159.1,94,16.4,5,3,1
1682,MT,101,408,0,1,16,118.9,112,228.3,97,180.1,111,8.2,5,2,0
1683,WI,70,415,0,0,0,7.9,100,136.4,83,156.6,89,12.1,1,0,0
1684,AK,59,408,0,0,0,159.5,96,167.2,123,138.6,106,10.2,4,0,0
1685,AZ,59,408,0,0,0,150.2,70,185.7,98,212.5,128,12.1,2,1,0
1686,MT,124,415,0,1,30,144.5,35,262.3,101,226.5,82,12.0,7,2,0
1687,MA,81,510,0,0,0,220.8,77,148.5,87,183.9,100,7.6,3,2,0
1688,IN,86,510,0,0,0,216.3,96,266.3,77,214.0,110,4.5,3,0,0
1689,MD,84,510,0,0,0,169.5,96,157.6,94,98.2,70,10.6,7,0,0
1690,NV,118,510,0,1,35,256.3,119,258.1,91,215.5,130,11.7,1,1,0
1691,CO,89,415,0,0,0,179.7,128,299.8,92,185.3,120,7.6,3,1,0
1692,KS,93,415,0,0,0,266.0,120,130.1,84,165.8,63,13.1,6,3,0
1693,AR,85,415,0,0,0,96.7,97,193.8,95,171.7,88,9.7,3,2,0
1694,WY,160,408,0,0,0,82.7,116,194.6,95,159.0,54,10.9,9,0,0
1695,PA,28,415,0,0,0,168.2,87,161.7,92,192.4,112,10.1,3,3,0
1696,TX,73,408,0,0,0,286.4,109,178.2,67,214.2,152,10.7,14,1,1
1697,NY,156,408,0,0,0,174.3,95,186.6,128,258.2,105,12.9,5,3,0
1698,OR,33,415,1,0,0,190.6,100,161.7,104,189.9,136,13.0,6,1,0
1699,NY,119,415,0,0,0,133.4,102,204.6,71,196.9,103,11.1,7,1,0
1700,AR,91,510,0,1,27,204.6,96,136.0,93,210.5,82,6.6,2,3,0
1701,MI,102,510,0,0,0,242.2,88,233.2,89,188.5,121,6.2,6,3,0
1702,OK,86,415,0,1,33,253.1,112,210.1,94,95.0,98,11.9,4,3,0
1703,TX,82,415,0,0,0,130.0,110,185.3,88,178.7,105,8.3,4,0,0
1704,NC,89,408,0,0,0,105.9,151,189.6,142,170.9,67,12.7,7,0,0
1705,IL,134,408,0,0,0,183.8,111,123.5,92,160.7,105,6.1,2,1,0
1706,OR,92,415,0,0,0,196.5,82,190.0,89,163.2,99,10.8,2,2,0
1707,SD,87,510,0,0,0,184.5,81,172.0,103,183.4,96,13.7,3,3,0
1708,NE,64,408,0,0,0,261.9,113,148.1,99,145.2,74,13.8,4,0,0
1709,RI,80,510,0,0,0,202.4,118,260.2,67,177.4,112,9.2,5,3,0
1710,ID,153,415,0,1,22,167.7,104,246.8,91,203.9,117,7.5,11,1,0
1711,NY,104,415,0,1,26,189.1,112,178.2,97,199.3,104,11.1,4,1,0
1712,OK,87,415,0,0,0,205.2,106,99.5,122,189.5,75,13.4,3,1,0
1713,SC,159,415,0,1,23,153.6,93,216.9,88,161.3,91,12.6,3,2,0
1714,IN,119,510,0,0,0,154.5,129,193.6,87,180.9,145,13.4,3,2,0
1715,NV,69,415,0,0,0,153.7,109,194.0,105,256.1,114,14.1,6,1,0
1716,IL,87,408,1,1,36,171.2,138,185.8,102,227.6,97,10.8,3,1,0
1717,SD,93,510,0,0,0,328.1,106,151.7,89,303.5,114,8.7,3,1,1
1718,OK,154,415,1,0,0,145.9,69,208.2,141,180.9,106,14.4,10,0,1
1719,KS,57,415,0,1,37,201.2,76,280.1,122,154.2,110,11.8,1,1,0
1720,IA,130,510,0,0,0,139.1,72,246.0,112,207.2,121,11.4,9,5,0
1721,NJ,151,415,0,0,0,118.9,128,278.3,65,194.8,61,13.2,10,2,0
1722,NJ,162,408,0,0,0,217.6,87,279.0,71,250.7,65,10.4,4,2,1
1723,MT,60,415,0,0,0,145.0,133,209.1,92,328.5,112,14.6,2,1,0
1724,IA,81,510,0,0,0,203.5,89,289.6,69,212.9,71,8.7,3,3,0
1725,WA,132,415,0,0,0,240.1,115,180.4,91,133.4,122,8.0,6,3,0
1726,NE,86,408,0,0,0,83.8,121,240.2,96,158.6,108,6.7,8,1,0
1727,TX,136,408,0,0,0,269.8,106,228.8,101,257.5,106,10.1,8,1,1
1728,MS,121,415,0,1,21,126.3,84,209.6,102,192.5,129,10.6,2,1,0
1729,IA,105,510,0,1,15,88.1,125,175.9,142,269.9,85,9.7,1,2,0
1730,MT,51,415,0,1,26,236.8,61,263.4,97,181.1,91,11.2,8,1,0
1731,GA,64,408,0,0,0,124.1,117,192.8,108,162.9,84,6.4,5,3,0
1732,MT,80,510,1,1,30,184.2,132,167.5,109,212.8,114,10.0,10,0,0
1733,ND,56,415,0,0,0,222.7,133,277.0,89,101.8,94,13.6,4,4,0
1734,VT,120,415,0,0,0,149.2,98,193.6,88,248.9,119,11.1,5,1,0
1735,SD,103,510,0,0,0,206.5,125,180.2,113,220.6,95,12.2,4,3,0
1736,OH,164,510,0,1,27,159.7,102,168.8,113,244.1,127,9.6,9,3,0
1737,OH,116,415,0,1,27,204.7,118,209.4,91,212.9,67,7.0,2,2,0
1738,MT,121,408,0,0,0,213.2,79,120.7,116,244.4,102,7.5,4,1,0
1739,IL,55,415,1,0,0,269.6,121,171.7,91,219.0,98,8.2,6,1,0
1740,NV,183,415,0,0,0,116.7,92,213.8,112,214.3,112,9.7,6,2,0
1741,NH,90,408,0,0,0,140.2,97,213.9,102,120.0,126,7.1,2,1,0
1742,VT,101,415,0,0,0,136.2,92,220.9,110,196.9,116,13.3,7,3,0
1743,NY,9,415,0,1,16,88.5,87,178.8,108,228.7,96,11.5,3,2,0
1744,CT,97,415,0,0,0,215.3,58,242.4,91,279.8,105,12.1,9,0,0
1745,KS,94,408,0,0,0,269.2,104,193.8,144,257.6,61,8.9,2,3,1
1746,MI,127,510,0,1,25,203.8,118,267.1,48,225.1,105,7.3,5,0,0
1747,SD,125,510,0,1,34,268.4,112,222.2,108,117.6,102,10.3,3,0,0
1748,MD,90,415,0,0,0,114.4,122,127.7,154,253.1,109,10.1,5,2,0
1749,VA,67,415,0,0,0,138.9,65,208.9,109,232.4,82,9.2,3,2,0
1750,NJ,113,415,0,0,0,186.0,55,237.4,105,148.1,83,12.2,6,1,0
1751,TN,121,510,0,1,26,170.4,91,254.5,90,219.6,122,15.1,5,0,0
1752,DC,93,408,0,0,0,164.5,95,230.9,87,149.9,91,9.9,3,4,0
